기관명,번호,남은기간,제목,사업명,AI관련여부,품질인증관련여부,관련키워드,공고유형,신청시작일,신청종료일,마감Dday,신청기간,작성자,작성일자,상세링크
SMTECH,15,접수완료,2026년도 중소기업 수출 핵심품목 탄소감축 기술개발사업 하반기 시행계획 추가 공고,중소기업수출핵심품목탄소감축기술개발사업(R&D),N,N,,R&D지원사업,,,,2026. 06. 30 ~ 2026. 07. 13,IRIS,2026-06-30,https://www.smtech.go.kr/front/ifg/no/notice02_list.do
과학치안진흥센터,022997,접수중,2026년도 미래치안 도전기술 개발(융합탐색) 신규과제 공모,다부처,N,N,,기타,,,,지정공모,,2026-07-10,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022997
중소기업기술정보진흥원,019508,접수중,2026년도 투·융자 연계 기술개발사업 지원계획 수정 공고(딥테크 챌린지 프로젝트_기술도전형),중소벤처기업부,N,N,,R&D지원사업,,,,지정공모,,2026-07-10,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=019508
한국연구재단,023018,접수중,2026년도 국제공동연구 신속지원사업(미국 제네시스 미션과의 협력을 위한 탐색연구) 신규과제 공모,과학기술정보통신부,N,N,,R&D지원사업,,,,자유공모,,2026-07-08,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=023018
한국연구재단,022977,접수중,2026년도 「양자정보과학 인적기반조성사업」리더급 연구역량강화(전략기술형) 신규과제 재공모 (수정),과학기술정보통신부,N,N,,기타,,,,지정공모,,2026-07-08,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022977
정보통신기획평가원,022757,접수중,2026년도 인공지능혁신인재양성 2차 사업 공고,과학기술정보통신부,Y,N,인공지능,R&D지원사업,,,,자유공모,,2026-07-03,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022757
한국연구재단,022737,접수중,2026년 휴먼프론티어과학프로그램(HFSP) 협력사업(사전지원) 신규과제 공고,과학기술정보통신부,N,N,,R&D지원사업,,,,자유공모,,2026-06-30,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022737
한국산업기술진흥원,022695,접수중,2026년 산업혁신인재성장지원(해외연계) - 최고급 해외인재유치 지원사업 시행계획 추가 공고,산업통상부,N,N,,R&D지원사업,,,,자유공모,,2026-06-30,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022695
한국연구재단,022456,접수중,2026년도 한중핵심공동연구사업(Key Joint Research Program) 신규과제 공모,과학기술정보통신부,N,N,,기타,,,,자유공모,,2026-06-29,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022456
정보통신산업진흥원,022696,접수중,2026년 「인간-AI 협업형 LAM 개발·글로벌 실증 」사업 공고,과학기술정보통신부,Y,N,AI,R&D지원사업,,,,지정공모,,2026-06-26,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022696
정보통신산업진흥원,022694,접수중,2026년「협업지능 피지컬AI 기반 SW플랫폼 연구개발생태계 조성」사업 공고,과학기술정보통신부,Y,N,AI,R&D지원사업,,,,지정공모,,2026-06-26,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022694
한국연구재단,022515,접수중,2026년 한-캐나다 이공계 대학원생 연수프로그램 공모,과학기술정보통신부,N,N,,기타,,,,자유공모,,2026-06-22,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022515
한국연구재단,022514,접수중,2026년도 한-체코 공동연구사업 신규과제 공모,과학기술정보통신부,N,N,,기타,,,,분야공모,,2026-06-17,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022514
한국연구재단,022455,접수중,2026년도 방사선이용 기술개발사업(방사선 기반 소재·장비 기술 혁신화) 신규과제 재공모,과학기술정보통신부,N,N,,기타,,,,정책지정공모,,2026-06-11,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022455
한국연구재단,022534,접수중,2027년도 한-일(JSPS) 협력사업 신규과제 공모(협력연구·공동세미나),과학기술정보통신부,N,N,,설명회·행사,,,,자유공모,,2026-06-10,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022534
중소기업기술정보진흥원,020160,접수중,2026년 팁스(TIPS) 창업기업 지원계획 수정 공고(딥테크트랙),중소벤처기업부,N,N,,R&D지원사업,,,,자유공모,,2026-03-19,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=020160
중소기업기술정보진흥원,020159,접수중,2026년 팁스(TIPS) 창업기업 지원계획 수정 공고(일반트랙),중소벤처기업부,N,N,,R&D지원사업,,,,자유공모,,2026-03-19,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=020159
과학기술사업화진흥원,018400,접수중,2026년도 과학기술정보통신부 연구산업육성사업 시행 공고,과학기술정보통신부,N,N,,R&D지원사업,,,,"자유공모,지정공모",,2026-02-02,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=018400
한국과학기술기획평가원,017852,접수중,(TEST) KISTEP  통합공고 테스트 입니다.,과학기술정보통신부,N,N,,R&D지원사업,,,,"자유공모,정책지정공모",,2026-01-01,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=017852
